method,seed,endurance_min,mission_time_min,energy_Wh,completed,mean_comp_time,final_soc,fuel_used_Wh,fuel_remaining_Wh,mean_wind,max_wind
aemcf,23,124.68333333333334,40.333333333333336,241.30636251360934,True,0.0015765507640690688,0.19991594498857293,249.99307022337658,0.0069297766234228675,3.080521894402787,9.71154045130723
aemcf_nowind,23,124.26666666666667,38.68333333333333,241.3713177458654,True,0.0015541841652355042,0.19991462216412623,250.00741269193335,-0.007412691933353699,3.080418489603266,9.71154045130723
baseline_fixed,24,107.96666666666667,39.083333333333336,210.3468974970995,True,,0.1998890667332166,194.77535189662947,55.22464810337053,3.2094705173381275,11.243838494042851
baseline_offline,24,123.41666666666667,39.083333333333336,239.7598349970935,True,,0.21201114884295383,250.03288943346357,-0.03288943346356632,3.1639583384455925,11.243838494042851
aemcf,24,124.05,39.983333333333334,241.33354851747572,True,0.001583027657261039,0.1999697792538438,249.95433721190085,0.045662788099150475,3.1622419744979964,11.243838494042851
aemcf_nowind,24,124.26666666666667,38.68333333333333,241.3713177458654,True,0.0015640002556335066,0.199909084523575,250.0060849962605,-0.0060849962605118435,3.166742574914496,11.243838494042851
baseline_fixed,25,107.95,39.516666666666666,210.3227679750339,True,,0.1999751142030448,194.754183704097,55.24581629590301,3.121582216807077,11.473692335767202
baseline_offline,25,123.4,39.516666666666666,239.7357054750279,True,,0.21208542032494562,250.01130558377116,-0.01130558377116131,3.0803078313816394,11.473692335767202
aemcf,25,124.51666666666667,40.6,241.30776576113104,True,0.001617059951546958,0.1999078263861213,249.9727468636908,0.027253136309212778,3.075480726535419,11.473692335767202
aemcf_nowind,25,124.25,38.68333333333333,241.33958857919876,True,0.0016667747299789306,0.1999291175985792,249.96339054670358,0.03660945329642118,3.075764754730441,11.473692335767202
baseline_fixed,26,107.95,39.266666666666666,210.32152336114103,True,,0.19997955257841238,194.75442291265014,55.24557708734986,3.1422993855694035,9.721263861811375
baseline_offline,26,123.4,39.266666666666666,239.73446086113503,True,,0.21208925128844955,250.0128452605243,-0.012845260524301239,3.170283162165511,9.721263861811375
aemcf,26,124.6,40.13333333333333,241.2649924977094,True,0.0016054768473783496,0.19999257542560728,249.93836745368915,0.06163254631084669,3.1786354959053242,9.721263861811375
aemcf_nowind,26,124.25,38.68333333333333,241.33958857919876,True,0.0015931229098589308,0.1999219169956202,249.96229628480103,0.03770371519897253,3.168008677586561,9.721263861811375
baseline_fixed,27,107.95,38.86666666666667,210.32855572266942,True,,0.1999544747126023,194.75954644406363,55.24045355593637,3.177323127422252,11.129775620616819
baseline_offline,27,123.4,38.86666666666667,239.74149322266342,True,,0.21206760544270112,250.01796687131755,-0.017966871317554478,3.1871830743608065,11.129775620616819
aemcf,27,124.31666666666666,39.38333333333333,241.3375690245979,True,0.0015869539975867954,0.19996839831342034,250.01352813441667,-0.01352813441667422,3.185997963622426,11.129775620616819
aemcf_nowind,27,124.26666666666667,38.68333333333333,241.3713177458654,True,0.0017124893184014987,0.19994406672460285,250.024530030509,-0.02453003050899838,3.186736121539768,11.129775620616819
baseline_fixed,28,107.95,38.86666666666667,210.32432276406513,True,,0.1999695697226399,194.7552155325796,55.2447844674204,3.1460696260369203,10.250971719118393
baseline_offline,28,123.4,38.86666666666667,239.73726026405913,True,,0.21208063463191953,250.01199833142854,-0.011998331428543452,3.162503983861666,10.250971719118393
aemcf,28,124.28333333333333,39.6,241.3310660754125,True,0.0015355079282554887,0.1999276374767244,249.99560383550235,0.004396164497649124,3.1578479862056983,10.250971719118393
aemcf_nowind,28,124.25,38.68333333333333,241.33958857919876,True,0.001549908689335165,0.19995190851633166,249.96979848050609,0.030201519493914475,3.1572121491999106,10.250971719118393
baseline_fixed,29,107.96666666666667,38.45,210.3436552185775,True,,0.19990062891262905,194.77320906431746,55.226790935682544,3.056817166145732,9.429625049644487
baseline_offline,29,123.41666666666667,38.45,239.7565927185715,True,,0.2120211286854964,250.03105034223432,-0.031050342234323125,3.0995127186802476,9.429625049644487
