method,seed,endurance_min,mission_time_min,energy_Wh,completed,mean_comp_time,final_soc,fuel_used_Wh,fuel_remaining_Wh,mean_wind,max_wind
aemcf,36,124.9,41.15,241.30319784263594,True,0.001686944100480143,0.19991033394629829,249.98298986683997,0.017010133160027863,2.1472031691112607,6.756639456515879
aemcf_nowind,36,124.25,38.68333333333333,241.33958857919876,True,0.0017375650626421284,0.19998145304951911,249.9844441825711,0.015555817428889895,2.1470107903695985,6.756639456515879
baseline_fixed,37,107.96666666666667,40.75,210.3400199720758,True,,0.19991359244182172,194.76862361657422,55.23137638342578,2.055775585512653,5.38722882691845
baseline_offline,37,123.41666666666667,40.75,239.7529574720698,True,,0.2120323180967241,250.02369970997626,-0.023699709976256145,2.0240778226530813,5.38722882691845
aemcf,37,125.05,41.31666666666667,241.26678604002745,True,0.0017521342892174885,0.19997480363578723,249.95398525672852,0.046014743271484804,2.0245611462861213,5.38722882691845
aemcf_nowind,37,124.26666666666667,38.68333333333333,241.3713177458654,True,0.0018012434346838945,0.19989889961554033,250.02136090657064,-0.021360906570635052,2.02550427151098,5.38722882691845
baseline_fixed,38,107.96666666666667,39.25,210.3445509523698,True,,0.19989743466674792,194.777525951104,55.222474048896004,2.0649431797868956,7.372157515099131
baseline_offline,38,123.4,39.25,239.72575928569714,True,,0.2121160350308572,250.00687281323863,-0.00687281323862976,2.083688453284204,7.372157515099131
aemcf,38,124.55,40.016666666666666,241.28039325410455,True,0.0016665068600288876,0.1999966222107334,249.94407751246234,0.05592248753765716,2.08746353778297,7.372157515099131
aemcf_nowind,38,124.25,38.68333333333333,241.33958857919876,True,0.001783060248960199,0.1999803978731898,249.98504622562558,0.014953774374419027,2.0872799588555373,7.372157515099131
baseline_fixed,39,107.96666666666667,39.18333333333333,210.34466992064233,True,,0.19989701041802976,194.7746537434131,55.2253462565869,1.9075601794876438,6.170352408278033
baseline_offline,39,123.4,39.18333333333333,239.72587825396968,True,,0.212115668842506,250.0002673664629,-0.00026736646290714816,1.883878309060757,6.170352408278033
aemcf,39,124.4,39.56666666666667,241.32148435437324,True,0.0017415249352894357,0.19999928533167197,249.9755798418772,0.02442015812280829,1.8820491628088682,6.170352408278033
aemcf_nowind,39,124.25,38.68333333333333,241.33958857919876,True,0.0021655108523138842,0.19998509094386416,249.98664873794456,0.013351262055437019,1.8823697376939028,6.170352408278033
baseline_fixed,40,107.96666666666667,38.016666666666666,210.34640916283624,True,,0.19989080816546123,194.77845162636018,55.22154837363982,2.1603678960540402,6.042074721745391
baseline_offline,40,123.4,38.016666666666666,239.7276174961636,True,,0.21211031539642744,250.00727528939137,-0.007275289391373008,2.1100869584460376,6.042074721745391
aemcf,40,124.23333333333333,38.36666666666667,241.33838108297851,True,0.0017486971283876974,0.19992297670281411,249.97670863670632,0.02329136329367998,2.102535024729608,6.042074721745391
aemcf_nowind,40,124.25,38.68333333333333,241.33958857919876,True,0.001758012552382608,0.19999127345304857,249.98981905695507,0.010180943044929336,2.1025751251717377,6.042074721745391
baseline_fixed,41,107.96666666666667,39.25,210.347050832534,True,,0.1998885199289242,194.77749457740632,55.222505422593684,2.0452858167525108,6.809279961871195
baseline_offline,41,123.4,39.25,239.72825916586135,True,,0.21210834031547598,250.0043901312801,-0.004390131280104015,1.9845218326732879,6.809279961871195
aemcf,41,124.66666666666667,39.766666666666666,241.31227434846832,True,0.0017545641025401499,0.19998049587441882,249.99672520403297,0.003274795967030286,1.986902726266116,6.809279961871195
